Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Taint of the Wilds	MERS	mers_taintofthewilds.jpg	Hazard	Permanent-event	Corruption	Neutral	-	Corruption. Playable on a non-avatar ranger. Target character receives 1 corruption point and makes a CP when a resource requiring the ranger skill is played on a character in his company. During the organization phase at his home site or a Haven [H] (or site that acts as a Haven for the purpose of healing) the character may tap to attempt to remove this card and make a roll: if the result is greater than 6, discard this card. Cannot be duplicated on a given character.	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
The Old Villain	MERS	mers_theoldvillain.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on My Precious. -1 to My Precious' prowess and he may not be turned face down. If he was at the same site of an opponent's company during the organization phase, he may take one agent action to move to that company's new site (if allowed to move there). If a company controlling a ring or treasure item enters his current site, My Precious must attack during the site phase. Discard this card if My Precious attacks and is not successful.	-	agent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
The Ring Has Moved On	MERS	mers_theringhasmovedon.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a ring. Rotate this card 90deg (or add a token) each time target character faces a strike. At the end of his movement/hazard phase target character makes a CP, modified by subtracting the number of times this card is rotated (or number of tokens); If he fails the CP, discard the ring (ignore any other effects) and remove this card from the game. Otherwise, restore this card (remove the tokens). Cannot be duplicated on a given ring.	-	ring	-	-	-	-	-	-	-	attach tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Thrice Told Tales	MERS	mers_thricetoldtales.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a sage. Target character loses the sage skill. Discard this card if his company moves with at least two regions in their site path or to a non-Haven Under-deeps site.	-	-	-	-	-	-	-	-	-	place	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Until All Else Is Conquered	MERS	mers_untilallelseisconquered.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a Haven [H] if the bearer of The One Ring is there. Any non-minion company at the site faces 3 attacks (cannot be cancelled by any card effect) at the beginning of the site phase: Orcs -- 5 strikes with 8 prowess; Trolls-- 3 strikes 10 prowess; Nazgul -- 2 strikes with 13 prowess. Discard The One Ring if any strike against its bearer is successful. If all attacks are defeated, place this card in opponents mp.   The bearer of The One Ring cannot leave the site while this card is in play. Cannot be duplicated.	-	-	-	-	-	-	-	-	3.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
A Blazing Fire and a Mug of Beer	MERS	mers_ablazingfireandamugofbeer.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1; CP: +1; Body: +1] Unique. Playable on Barliman Butterbur at Bree. +1 body. +1 to all of his CP. Barliman may tap to bring one Glamour of Surpassing Excellence, Marvels Told, or Memories Recalled from your sideboard or discard pile to your play deck (reshuffle). Discard this card if Barliman is at a site not in Arthedain or The Shire, or if he is at a Haven [H].	1	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Asfaloth	MERS	mers_asfaloth.jpg	Resource	Ally	Horse	Hero	-	[MP: 1, Mind: 2, P/B: 2/8]---Ranger.  Unique. Horse. Playable at any non-haven site in Cardolan or Rhudaur. Characters with a home site Rivendell may play this ally at a tapped site. If its controlling character is the only character in the company, he may move 3 additional  non-Coastal Sea regions when moving to a site where another company is present, and Asfaloth may tap to give +2 to any of his CC this turn. TAP to cancel a Nazgul attack, or a strike (not from an AA) against its bearer or itself.	1	-	Ranger	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Backpack	MERS	mers_backpack.jpg	Resource	Minor Item	-	Hero	-	[MP: 0; CP: 1] Tap bearer and discard this item to replace it with one non-unique, non-hoard minor item (not a Backpack) from your discard pile or sideboard (or two such items if bearer is Sam Gamgee).   A given character may bear only one Backpack	-	-	Hobbit	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Beer from the East-farthing	MERS	mers_beerfromtheeastfarthing.jpg	Resource	Special Item	Food	Hero	-	[MP: 0; CP: 1] Food item. Playable at a site in The Shire or at Bree (does not tap the site). Discard this item to cancel any effect that forces the company to do nothing during the site phase: you may not play resources worth any mp with the company this turn. This item is considered a minor item for the purpose of using Backpack if the bearer of Backpack is a Hobbit.	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Bob	MERS	mers_bob.jpg	Resource	Ally	Hobbit	Hero	-	[MP: 1, Mind: 2, P/B: 1/8]---Scout. Unique. Hobbit. Playable at Bree. Also playable at any site in Arthedain or The Shire, if you discard (for no effect) a Memories Recalled. A company containing Barliman Butterbur may play Bob at tapped sites.    tap: fullfill the requirement of discarding Lost Knowledge for a card played with/on his company. 	1	-	Scout	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Business Elsewhere	MERS	mers_businesselsewhere.jpg	Resource	Short-event	-	Hero	-	"Playable at the beginning of the movement/hazard phase (but after cards are drawn) on your avatar if his company moves through a region containing a Dark-hold [D] or region adjacent).  Untap target character if tapped, he splits off from the company and forms his own company with the same site path as his original company.  He immediately faces a separate movement/hazard phase with a hazard limit of two.  Creatures keyed to Dark-hold may always be played against his company.  Afterwards, he is considered ""off to the side"" until he joins his original company at any time during their site phase."	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Come Back All of Itself	MERS	mers_comebackallofitself.jpg	Resource	Short-event	-	Hero	-	Play to bring one hero ally discarded from play this turn from your discard pile to your hand.  Alternatively, playable at any time when on of your hero allies needs to be discarded from play:  bring the ally to your hand instead.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Compass	MERS	mers_compass.jpg	Resource	Minor Item	-	Dual	-	[MP: 0; CP: 1] Ranger only: tap: cancel any effect this turn that would replace the company's new site (except effects from hazards played on a ringbearer or from magic resources).      Sage only: tap: if a Knowledge or Lore card is in the company to fulfill all requirements to reveal or move to a hidden site.      Bearer makes a CP when this item becomes tapped.	-	-	Ranger Sage	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Council of Elrond	MERS	mers_councilofelrond.jpg	Resource	Long-event	Lore	Hero	-	Lore.  -3 to your SP.  Any hero player may tap an Elf, Dwarf, Dunadan, or Wizard (or any character he has in play at Rivendell) to allow any action that required him to search through his discard pile or play deck that phase (regardless of other cards in play; even during opponent's turn).Discard if you are a Falled-wizard and have 3 SP or less, or if Elrond is in play but not at Rivendel.  Cannot be duplicated by a given player.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-3.0	-	0.0	-	1.0
Counterspell	MERS	mers_counterspell.jpg	Resource	Short-event	-	Minion	-	Play to cancel a spell (before it resolves). If played as a resource, tap a Demon, Maia or Spawn character or ally you have in play at the same site as the spell playing character. May also be played during opponent's site phase.This card may also be played as a hazard. Discard a Demon, Maia, or Spawn hazard event you have in play and make a roll (modified by +5 if the event could generate an attack at the spell playing character's current or new site); if the result is greater than 10, spell is cancelled.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Curunir	MERS	mers_curunir.jpg	Resource	Permanent-event	-	Hero	-	Unique.  Manifestation of Saruman.  Playable on a non-overt company with on avatar or Hobbits.  You may play spells on the company as if on Saruman (except Sacrifice of Form).  Each character in the company may tap to use a Palantir he bears.  You may tap two sages in the company to take a ritual from the discard pile to your hand, or tap a character able to use a spell to take a spell from the discard pile to your hand.  Invert this card during your untap phase, if inverted, discard at the end of your turn.Discard if a character manifestation of Saruman comes into play.	-	-	-	-	-	-	-	-	-	invert	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Deeds of Lonely Daring	MERS	mers_deedsoflonelydaring.jpg	Resource	Permanent-event	-	Hero	-	Playable during the organization phase on a grey agent you have in play as character. The character now is an agent. Discard any allies, hazards, and/or Draw Swords Together he controls. Turn him face down and place him at another site in the same or an adjacent region as his current site. Target agent must make a CP during his untap phase.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Deep Is the Abyss	MERS	mers_deepistheabyss.jpg	Resource	Permanent-event	Trophy	Minion	-	"[MP: 2] Trophy. Playable on the highest mind character (avatar if present) in the company after an attack from a non- detainment Maia creature, if all strikes have failed and the creature is still in play. May also be played on your avatar, if a strike against him from an opponent's Wizard or Lord in CvCC has failed. [MP: 2] Discard the Maia/Wizard/Lord if still in play; keep any stage cards in play and place any non-ally cards ""off to the side"". Opponent may take his avatar from his discard pile to his hand during the next turn after the play of this card and take control of the cards placed off to the side. This card yields trophy mp. "	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Do Not Use It Again	MERS	mers_donotuseitagain.jpg	Resource	Permanent-event	-	Hero	-	"Playable during the organization phase on an item borne by a character in a company of 3 or more characters at a Haven [H]. Item is ""concealed."" While concealed, the item is worth half its mp (round down), gives 0 Ccorruption points, and cannot be used. Concealed items cannot be discarded or stored and are not affected by hazards or resources. Discard this card if the company size is below 3, during the organization phase if you so choose, if bearer becomes wounded in CvCC."	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Down the Hurrying Waters	MERS	mers_downthehurryingwaters.jpg	Resource	Short-event	-	Dual	-	Playable during the organization phase on a company at a port-on-river site containing a scout or a ranger. The company may move with port movement to any site with the same port-on-river keyword.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eagle-watch	MERS	mers_eaglewatch.jpg	Resource	Faction	Eagle	Hero	-	[MP: 2] Unique. Playable at Isildur's Tomb or Daeron's Pool if the influence check is greater than 10.   Standard Modifications: if an Eagle ally, Gandalf or Radagast is in the company (+3). May not be influenced by a character in an overt company.     If you are a Wizard or Elf-lord, you may play Spying out the Land as if it were a spell instead of magic (ignore the playability requirements).	2	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Enchanted Paths	MERS	mers_enchantedpaths.jpg	Resource	Long-event	Wizardry	Hero	-	Spell. Wizard only. Playable on a company. The company's current site is considered a hidden site. For any other company, to reveal this site as a new site and/or move through the region containing the site, make a roll and add the mind of any character and ally in the company that taps (10 for avatar): if the result is less than 12 the company may not move to the site or through the region. Wizard makes a CP modified by -2. Cannot be duplicated by a given player.	-	-	Spell	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eresselen	MERS	mers_eresselen.jpg	Resource	Minor Item	Jewel	Hero	-	[MP: 0; CP: 1; DI: +1] Jewel. Treasure. May not be a starting minor item, unless your starting company includes a Dunadan ranger with a home site in Eriador. May only be played after a successful influence attempt against a Dunadan or Elf faction at a site in Eriador.   Ranger only: +1 DI against Dunedain and Elves.     tap: give bearer the warrior skill this turn.     tap: allow bearer to play Wielded Twice as if he were a sage this turn.	-	-	Ranger	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Estel	MERS	mers_estel.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1; CP: +1] Unique. Playable only on Strider or Thorongil, if he is at a Haven [H] or in a company with a Wizard or Elf-lord. +1 to his CP.    tap: cancel an effect in the same chain-of-effects that required an agent at his site to tap.	(1)	-	-	-	-	-	-	-	-1.0	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fatty Lumpkin	MERS	mers_fattylumpkin.jpg	Resource	Ally	Horse	Hero	-	[MP: 1; Mind: 2; P/B: 1/8] Unique. Horse. Playable at a tapped or untapped Tom's House by the character controlling Tom Bombadil or Goldberry.      tap: cancel any hazard effect that would discard an ally, or return an ally that has been discarded this turn from your discard pile to your hand.	1	-	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Flight Unmarked	MERS	mers_flightunmarked.jpg	Resource	Short-event	-	Dual	-	Playable on a company at the end of the organization phase. Tap a ranger and a scout (or an avatar with either of these skills). The company may (attempt to) move to an Under-deeps site with a surface site in the same or an adjacent region as their current site; or vice versa. They are considered to use both region and Under-deeps movement. Any required roll for moving to/from the surface site must still be made.             Alternatively, tap a ranger or a scout to fulfill all requirements for moving to a hidden site.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fly, You Fools!	MERS	mers_flyyoufools.jpg	Resource	Short-event	-	Hero	-	Playable on a company facing an attack created by an on-guard creature. The attack cannot be cancelled and must be faced by your avatar or the highest prowess character in the company (your choice; as if a single character company). After the attack, this character splits from the company, and you must choose a new site card for the company in the same or an adjacent region. Tap all untapped characters and allies in target company, and opponent may play two hazards on the company (as if they were moving to the site during the movement/hazard phase).	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Focussed Staff	MERS	mers_focussedstaff.jpg	Resource	Permanent-event	Ritual	Hero	-	Ritual.  Playable on a staff borne by an avatar during the site phase at a Ruins & Lairs [R].  Tap the bearer.+1 to all his CC required for rituals, spells and light enchantments.tap:  give +2 to all Under-deeps movement rolls required for bearer's company.tap:  give -2 prowess to an Undead attack against bearer's company.Bearer makes a CC when this card becomes tapped.Cannot be duplicated on a given staff.	-	-	-	-	-	-	-	-	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Golden Chain	MERS	mers_goldenchain.jpg	Resource	Special Item	-	Hero	-	[MP: 0; CP: 0] Playable on the bearer of The One Ring at a Haven [h]H] (even if he is tapped or wounded). Place and keep this card with The One Ring, which now gives 1 fewer  mp and 1 fewer corruption point. If the bearer uses The One Ring or any of its bonuses, he must immediately make a CP. This item gives 0 corruption points.	-	-	-	-	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Green Leaves and Lilies White	MERS	mers_greenleavesandlilieswhite.jpg	Resource	Permanent-event	-	Hero	-	Unique. Playable on Tom Bombadil. If in a company with Goldberry, Tom Bombadil is not discarded as per his card text. Discard this card if he is not in a company with Goldberry, or with your Wizard or Elf-lord. 	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Grey Pilgrim	MERS	mers_greypilgrim.jpg	Resource	Short-event	-	Hero	-	Playable during the organization phase on Gandalf. If his company contains no other characters and allies (except unique horse allies), Gandalf gains the ranger skill this turn. He may move up to five regions, and his company's hazard limit is reduced by one (to a minimum of one).	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Grip! Fang! Wolf!	MERS	mers_gripfangwolf.jpg	Resource	Short-event	-	Hero	-	Playable on a Noble Hound if his company is facing a creature attack (before assigning strikes). Make a roll and add Noble Hound's prowess; if the result is greater than the creature's prowess (including all modifications, add +1 for each of its attacks), all of its attacks are defeated (place it in your mp). Otherwise, the Noble Hound is eliminated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hands of the Weak	MERS	mers_handsoftheweak.jpg	Resource	Long-event	-	Hero	-	All hero characters with mind less than 6 and normal prowess less than 4 gain +1 prowess and +1 DI. Each avatar and hero character with mind greater than 7 must make a roll at the end of their organization phase. If the result is less than 5, that character is tapped.   Discard when any play deck is exhausted. Cannot be duplicated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Helm Clove Asunder	MERS	mers_helmcloveasunder.jpg	Resource	Short-event	-	Dual	-	Playable on a character whose strike was successful during CvCC this turn. Name a battle-gear item borne by the character your target character has defeated in CvCC this turn, and make a roll, modified by +2 if target character bears a weapon (+3 if the weapon is unique); if the result is greater than 9, discard the named item. This card may be played during your opponent's turn. 	-	-	Warrior	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hobbit-pony	MERS	mers_hobbitpony.jpg	Resource	Ally	Horse	Hero	-	Horse.  Playable by a Hobbit at Bree or site in The Shire (even if the site is tapped).  Discard if it moves to a Dungeon or Under-deeps site +1 prowess if in a company with a unique horse ally.  Counts as Hobbit for the purpose of playing Halfling-strength.  You may shuffle any More Sense than You played on an entity in its company into your play deck.	-	-	-	-	-	-	0.0	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
I Pass the Test	MERS	mers_ipassthetest.jpg	Resource	Permanent-event	One Ring	Hero	-	[MP: (*)] Playable on The One Ring if its bearer is at a Haven [H]. Rotate this card 90deg (or place a token) each time a Wizard or character with  mind 6 or more at the same site (other than the bearer) passes a CP. This may only be done once per turn, and once per game for each given character. This card is worth 1 mp for each time rotated. Cannot be duplicated.	(*)	-	-	-	-	-	-	-	-	tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
