Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Psousen	MEBO	mebo_psousen.jpg	Character	character	Man	Hero	-	[MP: 2; Mind: 6; DI: 1; P/B: 5/7]---W/D---Man. Unique. +2 prowess against Nazgul and magic users.   +2 DI against characters and factions playable at sites in Chy or its adjacent regions. Unless he is among the starting characters, he may only be brought into play at his home site. Discard Psousen if he is in a company with an overt character or you have Bad Company in play. Wizard's Pupil may be played on him (as if on Faramir). He is valid target for Proven in Battle if only bearing one Valour in Battle. Home Site: Pelepelplu, Tenolkachyn, Tul Harar	2	-	Warrior Diplomat	6.0	1.0	-	6.0	7.0	-	Pelepelplu, Tenolkachyn, Tul Harar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Relin II	MEBO	mebo_relinii.jpg	Character	character	Stiffbeard Dwarf	Hero	-	[MP: 2; Mind: 6; DI: 2; P/B: 5/8]---W/R---Dwarf. Unique. Stiffbeard. +2 DI against Ironfist and Stiffbeard Dwarves. +1 prowess against Orcs and Giants. If Relin bears Dwarven Ring of Bavor's Tribe: +1 to all his CP, he becomes a leader and gains the sage skill.Home site: Azagarbhun.	2	-	Warrior Ranger	6.0	2.0	-	5.0	8.0	-	Azagarbhun	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Varadir	MEBO	mebo_varadir.jpg	Character	character	Dunadan	Hero	-	[MP: 2; Mind: 5; DI: 1; P/B: 3/9]---W/D---Dunadan. Unique. +1 prowess if Enduring Tales is in play. +2 DI against non-unique Dunadan or Man characters.      tap: play Gift of Comprehension on any character in his company without further requirements (+1 to his CP if played on himself); it may also be played from your discard pile.Home site: Aelinost, Ost Angthoronion.	2	-	Warrior Diplomat	5.0	1.0	-	3.0	9.0	-	Aelinost, Ost Angthoronion	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Vishtaspa	MEBO	mebo_vishtaspa.jpg	Character	character	Man	Hero	-	[MP: 2; Mind: 6; DI: 1; P/B: 4/9]---W/R---Man. Unique. +2 DI against characters and factions only playable at sites in Chy or its adjacent regions. Discard Engines of Defense from hand or his current site to cancel CvCC against his company.Home site: Pelepelplu, Tenolkachyn.	2	-	Warrior Ranger	6.0	1.0	-	4.0	9.0	-	Pelepelplu, Tenolkachyn	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Merkampa	MEBO	mebo_merkampa.jpg	Hazard	Creature	Dragon Cold-dragon	Neutral	-	[MP: 4; P/B: 14/8] Unique. Cold-dragon. May be played at Poison Rock. 3 strikes. Attacker chooses defending characters.    If Doors of Night is in play, may also be played keyed to Chy, Clyan, Heb Aaraan, Orgothraath and Siakan; may also be played at non-Haven sites in these regions	4	-	Winged	-	-	-	14.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Merkampa Ahunt	MEBO	mebo_merkampaahunt.jpg	Hazard	Long-event	Dragon Cold-dragon	Neutral	-	[MP: 4; P/B: 12/7] Unique. Any company moving in Chy, Clyan, Heb Aaraan, Orgothraath and/or Siakan immediately faces a Cold-Dragon attack (considered a hazard creature attack) -- 4 strikes at 12/7 (attacker chooses defending characters).      If Doors of Night is in play, this attack also affects: Arysis, Chey Sart and Ered Harmal.	4	hunt	Winged	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Merkampa at Home	MEBO	mebo_merkampaathome.jpg	Hazard	Permanent-event	Dragon Cold-dragon	Neutral	-	[MP: 4; P/B: 15/8] Unique. Unless Merkampa Ahunt is in play, Poison Rock has an additional automatic- attack: Cold-Dragon -- 3 strikes at (attacker chooses defending characters).    Additionally, all influence attempts against Animal, Dragon and Drake factions are modified by -1.	4	home, influence	Winged	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nevazar	MEBO	mebo_nevazar.jpg	Hazard	Creature	Undead	Neutral	-	[MP: 2; P/B: 11/7] Unique. Undead. One strike. Playable at Nevazar's Tomb. If Out of the Swamps is in play Nevazar may be played keyed to Chy. Additionally, if Doors of Night is in play he may played keyed to non-Free-hold sites in Chy or its adjacent regions.	2	-	-	-	-	-	11.0	7.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Realm of the Storm-king	MEBO	mebo_realmofthestormking.jpg	Hazard	Permanent-event	-	Neutral	-	Any creature that can be keyed to Shadow-land may be keyed to Ammu Baj, Bulchyades, Chy, Clyan, Harshandatt, or Siakan. Any creature that can be keyed to a Dark-domain may be keyed to Chy or Harshandatt. Discard this card when a creature keyed to one of these regions (not to the region symbol) is defeated, or if Cult of the Dark Lord is discarded from play or if Akhorahil is eliminated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tampac	MEBO	mebo_tampac.jpg	Hazard	Creature	Animals	Neutral	-	[MP: 1; P/B: 9/0] Animal. 2 strikes. Playable keyed to any non-Coastal Sea region in Bay of Ormal or its adjacent regions. Detainment. If a strike is successfull, any subsequent strikes become non-detainment. 	1	-	-	-	-	-	9.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Voksa of the Zurghir	MEBO	mebo_voksaofthezurghir.jpg	Hazard	Permanent-event	Spawn	Neutral	-	Unique.  Spawn.  2 Strikes.  Any company moving through a Jungle [j] region must make a roll, modified by -1 for each Jungle in their site path, and +2 if a minion company; if the result is less than 6, the company faces an attack:  3 strikes with 15/8 (considered a creature attack).  Additionally, any Jungle region [j] is also considered a Shadow-land [s] for the purpose of playing hazard creatures.	4	home, influence	-	-	-	-	15.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Zurghir Menace	MEBO	mebo_zurghirmenace.jpg	Hazard	Long-event	-	Neutral	-	-	(1)	hunt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ammu Baj	MEBO	mebo_ammubaj.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Jungle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Bulchyades	MEBO	mebo_bulchyades.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Chy	MEBO	mebo_chy.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Border-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Clyan	MEBO	mebo_clyan.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
East Bay of Ormal	MEBO	mebo_eastbayoformal.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Coastal Sea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ered Ormal	MEBO	mebo_eredormal.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Harshandatt	MEBO	mebo_harshandatt.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Kirmlesra	MEBO	mebo_kirmlesra.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Kythor	MEBO	mebo_kythor.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lyneria	MEBO	mebo_lyneria.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Border-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Olyas Kriis	MEBO	mebo_olyaskriis.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Free-domain	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sakal an-Khar	MEBO	mebo_sakalankhar.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sara Bask	MEBO	mebo_sarabask.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Jungle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Shores of Ormal	MEBO	mebo_shoresoformal.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Coastal Sea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
West Bay of Ormal	MEBO	mebo_westbayoformal.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Coastal Sea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Zurghor	MEBO	mebo_zurghor.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Jungle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Anarikani	MEBO	mebo_anarikani.jpg	Resource	Faction	Dunadan	Hero	-	[MP: 2] Unique. Playable at any port site in Kythor or Olyas Kriis if the influence check is greater than 9. Standard modifications: Dunedain (+2), Dwarves (+1), Elves (+1)     tap: bring one Sons of Kings or a Dunadan character with a home site in Bay of Ormal or the Sun-lands from your discard pile to your play deck and shuffle.	2	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Chyans	MEBO	mebo_chyans.jpg	Resource	Faction	Man	Dual	-	[MP: 3] Unique. Playable at Pelepelplu if the influence check is greater then 9. Standard Modifications: Men with a home site in Chy (+2), Nomads of Clyan (+2). As a minion resource only playable by a covert company.     tap: allow a hero or covert company to play one Noble Steed, Mighty Steed, Zurafy or Wild Horses at any Free-hold [F] or Border-hold [B] site in Chy.	3	-	Light Calvary	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
City Guard of Tenolkachyn	MEBO	mebo_cityguardoftenolkachyn.jpg	Resource	Faction	Man	Hero	-	[MP: 1(*)] Unique. Playable at Tenolkachyn if the influence check is greater than 10. Standard Modifications: manifestation of a Wizard in the company (+2)  Special: For each of opponent's faction, City Guard of Tenolkachyn eliminates in a faction battle at a battleground it is worth an additional mp (to a maximum of 3).	1(*)	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Elinse	MEBO	mebo_elinse.jpg	Resource	Faction	Man	Dual	-	[MP: 2] Unique. Playable at any Dunadan-hold or Man-hold in Bulchyades or Olyas Kriis if the influence check is greater than 8. Standard Modifications: Dunedain (+2), Anarikani (+2).  As a minion resource only playable by a covert company.	2	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Giants of the Ered Harmal	MEBO	mebo_giantsoftheeredharmal.jpg	Resource	Faction	Giant	Minion	-	[MP: 3] Unique. Playable at any non-Haven [H] site in Ered Harmal, if you discard (for no effect) a food item from the company and if the influence check is greater than 10. Standard Modifications: none     tap: and discard a Giant hazard creature from hand to make non-unique ore items playable at sites in Ered Harmal until the end of the turn.	3	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Kuorind	MEBO	mebo_kuorind.jpg	Resource	Faction	Elf	Hero	-	[MP: 2] Unique. Playable at Lomeanor if the influence check is greater than 9. Standard Modifications: Silvan/Tatya Elves (+2), Dunedain (+1)   Your Kelno, Nando, Nelya, Silvan and Tatya elves are neiher affected nor legal targets for Diminish and Depart.	2	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lyharg	MEBO	mebo_lyharg.jpg	Resource	Ally	Animal	Minion	-	[MP: 1; Mind: 1; P/B: 2/7] Animal. Playable at any tapped or untapped Ruins & Lairs [R] or Shadow-hold [S] in a Desert [e] or Shadow-land [s] region in Bay of Ormal or the Sun-lands. +1 prowess when at or moving to a site in a Desert region. When the company moves through a Desert [e] region, each Lyharg in the company increases the maximum of regions the company may move by 1 (to a maximum of 4). Cannot be duplicated on a given site, unless company contains a food item.	1	-	-	1.0	-	-	2.0	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lynir	MEBO	mebo_lynir.jpg	Resource	Faction	Man	Hero	-	[MP: 1(*)] Unique. Playable at Cirlond or Ephydis if the influence check is greater than 8. Standard Modifications: Dunedain (+1), Stiffbeard Dwarves (+1), character with a home site in Bay of Ormal (+1)     You may store ore resources at sites in Lyneria. This faction is worth +1 mp for each ore resource stored at a site in Lyneria (to a maximum of 4).	1(*)	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Merkampa Roused	MEBO	mebo_merkamparoused.jpg	Resource	Faction	Dragon Cold-dragon	Minion	-	[MP: 4] Unique. Manifestation of Merkampa. Playable at Poison Rock if the influence check is greater than 12. Modifications: influencer discards a major item (+3) or a greater item (+6)     All attacks by manifestations of Merkama against any of your companies are cancelled. Any company moving in Chy, Clyan, Heb Aaraan, Orgothraat and Siakan faces one attack: Cold-Dragon -- 3 strikes with 14/8 prowess/body (attacker chooses defending characters)	4	-	Winged Heavy Air	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Muranians	MEBO	mebo_muranians.jpg	Resource	Faction	Man	Dual	-	[MP: 1(3)] Unique. Playable at Naerphys if the influence check is greater than 8. Standard Modifications: Chyans (-2)  This faction is worth 3 mp if either War-lord's Lair is in play at Naerphys or if Slaves to the Ring is in play on Muranians.	1(3)	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Naga-Ulurk	MEBO	mebo_nagaulurk.jpg	Resource	Faction	Orc	Minion	-	[MP: 1] Unique. Playable at Quarries of Nosharud if the influence check is greater than 7. Standard Modifications: Ogurk-bash (-2), Giants of the Ered Harmal (-2)  May also be played at tapped sites	1	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nomads of Clyan	MEBO	mebo_nomadsofclyan.jpg	Resource	Faction	Man	Dual	-	[MP: 1(*)] Unique. Playable at any Border-hold [B] or Ruins & Lairs [R] in Clyan or its adjacent regions if the influence check is greater than 9. Standard Modifications: Chyans (+2), Variags (-3)  Special: +2 to your faction battles in Clyan.      tap: at any time to create an attack against an overt company moving through Clyan: Men -- 5 strikes with 9 prowess. Any character or faction eliminated by this attack is placed under this card instead of in the out-of-play pile. This faction is worh +1 mp (to a maximum of 3) for each card placed with it.	1(*)	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Numenor Perished	MEBO	mebo_numenorperished.jpg	Resource	Permanent-event	-	Minion	-	[MP: (*)] Your influence attempts against Man and Dunadan factions at sites in Bay of Ormal are modified by +1 for every copy of  The Dark Ordainers you have in play. This card is worth 1 mp for every 2 copies of The Dark Ordainers you have in play (round down). If this card is worth any mp, you receive full kill mp for defeated Dunadan creatures and characters. Cannot be duplicated.	(*)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ogurk-bash	MEBO	mebo_ogurkbash.jpg	Resource	Faction	Orc	Minion	-	[MP: 1] Unique. Playable at Kala-Ogurk if the influence check is greater than 7. Standard Modifications: Naga-Ulurk (-2), Giants of the Ered Harmal (-2)  May also be played at tapped sites. +2 to your influence attempts against the Snaga-hai faction at sites in Ered Ormal.	1	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Palanrist	MEBO	mebo_palanrist.jpg	Resource	Permanent-event	Lost Knowledge Transport	Dual	-	Lost Knowledge. Transport. Playable at a Port, if you have a faction under Profitable Trade in play at the site. Tap the site if untapped. You may place Palanrist with a company or faction at the site: the company/faction may only move using Port movement and when doing so may use up to 2 additional coastal sea [c] regions in their site path.     Additionally, Palanrist may be used as a site in a Coastal Sea [c] region [no draws, no site type]. Tap a character with a port as a home site to fulfill the movement requirement of a site in a Coastal Sea. Palanrist can be stored at any Port; until a character taps to replace it with a company at the site	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Songbirds of Atapan	MEBO	mebo_songbirdsofatapan.jpg	Resource	Special Item	Treasure	Hero	-	Unique.  Treasure.  Playable at any non-Haven site in Clyan, Chy, or Ered Harmal.  May be played at a tapped site if you discard (for no other effect) a treasure item from the company.tap:  discard a dark enchantment from a character in the company, or make a roll (modified by +2 if bearer is a Dwarf) to attempt to remove a corruption card from a character in the company (as indicated on the card).	1	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sons of Sadeh	MEBO	mebo_sonsofsadeh.jpg	Resource	Faction	Man	Minion	-	Unique. Playable at Valley of Tombs     if the influence check is greater than 9  Standard Modifications: magic-using character (+2), overt character (-2).  For your opponent's companies Man are considered Dwarves for the play of Unhappy Blows	2	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
The Dark Ordainers	MEBO	mebo_thedarkordainers.jpg	Resource	Permanent-event	-	Minion	-	Playable on a Man or Dunadan-hold in Bay of Ormal.   Tap an avatar or Dunadan at the site and make a roll (considered an influence attempt), modified by +2 if on a Border-hold [B], +4 if on a Shadow-hold [S] and +2 for each copy of The Dark Ordainers in play; if the result is greater than 11 tap the site if untapped, otherwise discard this card. The site is never discarded or returned to the location deck. Discard this card to take a resource playable on the site or on a character at the site or a Slayer hazard creature from your discard pile to your hand. Cannot be duplicated on a given site. You may have up to 9 copies of this card in your play deck and sideboard combined.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
The Khanim	MEBO	mebo_thekhanim.jpg	Resource	Faction	Dunadan	Minion	-	[MP: 3] Unique. Playable at Tarik an-Aruwanai if the influence check is greater than 12. Standard modifications: Cult of the Dark Lord (+4), Elves (-4), Dwarves (-2), Men (-2), any overt character (-3).     tap: take one Mornaturi from your sideboard to your hand.	3	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Three Tears of Manah	MEBO	mebo_threetearsofmanah.jpg	Resource	Special Item	Jewel	Dual	-	[MP: 3; CP: 2] Unique. Jewel. Treasure. Playable at any Ruins & Lairs [R] in Bay of Ormal or Ered Harmal, if the company has faced a Giant attack the same turn. Discard this item to make an influence attempt against a faction at a site in Chy, Clyan, or regions adjacent to these automatically successful; you may bring a character with a home site in these regions into play at the site of the influence attempt, which may be taken from your discard pile.	3	-	-	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Vulmaw Sea-traders	MEBO	mebo_vulmawseatraders.jpg	Resource	Faction	Man	Dual	-	[MP: 1] Playable at any tapped or untapped port site  in Bay of Ormal     if the influence check is greater than 9.  Standard Modifications: discard an item from the company (+3). As a minion resource only playable by a covert company.      Counts as a unique faction of any race for the purpose of Profitable Trade. Cannot be duplicated at a given site	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Yatali-Gan	MEBO	mebo_yataligan.jpg	Resource	Faction	Wose	Dual	-	[MP: 3] Unique. Playable at any site in Sara Bask if the influence check is greater than 9. Standard Modifications: Woses (+2). You may play Poison as a hero item.	3	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Zurghir	MEBO	mebo_zurghir.jpg	Resource	Faction	Man	Minion	-	[MP: 1(3)] Unique. Playable at Ventazvah Oran-tal if the influence check is greater than 8. Standard Modifications: Half-orcs (+2)  This faction is worth 3 mp if at a Border-hold [B] or Free-hold [F] in Drenad, Gan, Lyneria or Tuktan.	1(3)	-	Light Calvary	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Aelinost	MEBO	mebo_aelinost.jpg	Site	-	-	Hero	-	(1)Dunedain--- 2 strikes with 8 prowess (detainment)Special: Port. Tap a Dunadan diplomat with a home site in Gondor or Eriador to place one Sentinels of Numenor you have in play with this site (tap site if untapped): Dunadan factions playable at sites in Bay of Ormal may be placed under Sentinels of Numenor (as if playable at sites in Gondor).	-	-	-	-	-	-	-	-	-	-	-	Free-domain	Free-hold	*	-	-	-	-	-	-	-	-	-	Inyaloni	-	-	0.0	-	1.0
