Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Folco Boffin	MEDM	medm_folcoboffin.jpg	Character	character	Hobbit	Hero	Uncommon	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +2. You may discard at a Haven to play any Hobbit from your hand with his company.  ""Some of Frodo's friends came to stay and help him with the packing...""-LotRI  Home Site: Bag End "	1	-	Scout	3.0	0.0	-	0.0	9.0	-2.0	Bag End 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Fori the Beardless	MEDM	medm_forithebeardless.jpg	Character	Agent	Longbeard Dwarf	Minion	Uncommon	"Unique. Agent. +2 direct influence against Dwarves and Dwarf factions.  ""Gror, Dain's third son, went away with many followers to the Iron Hills...""-LotR  Home Site: Iron Hill Dwarf-hold  "	1	-	Warrior Scout	4.0	1.0	-	4.0	7.0	-	Iron Hill Dwarf-hold  	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gergeli	MEDM	medm_gergeli.jpg	Character	Agent	Man	Minion	Common	"Unique. Agent.  ""Wise-man say that Gergeli paddled every stream between the shrouded summits of the Hithaeglir and the jagged teeth of the Orocarni.""-Kuduk Lore  Home Site: Shrel-Kain, Lake-town, Easterling Camp  "	2	-	Scout Diplomat	5.0	2.0	-	3.0	9.0	-	Shrel-Kain, Lake-town, Easterling Camp  	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gisulf	MEDM	medm_gisulf.jpg	Character	Agent	Man	Minion	Common	"Unique. Agent.  ""Moving like a spry deer, old Gisulf the Woodman ran hard to his home in Woodmen-town. But a dark pact compelled him to shield his kinsmen from the grave news of Shadows haunting the sacred grove around Watchman's Well.""-Kuduk Lore  Home Site: Woodmen-town, Lake-town, Dale  "	1	-	Warrior Ranger	4.0	1.0	-	5.0	7.0	-	Woodmen-town, Lake-town, Dale  	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Golodhros	MEDM	medm_golodhros.jpg	Character	Agent	Dunadan	Minion	Rare	"Unique. Agent. Can use spirit-magic. Agent only: may tap to make an influence check on an ally, faction, or character.  ""Through an urbane courtier, Golodhros still maintained a home...not far from the black vale of Imlad Morgul. ... How he could safely visit there, no one knew.""-Kuduk Lore  Home Site: Minas Morgul, Cirith Ungol, Barad-dur "	3	-	Warrior Sage Diplomat Spirit-magic	9.0	4.0	-	5.0	9.0	-	Minas Morgul, Cirith Ungol, Barad-dur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Herion	MEDM	medm_herion.jpg	Character	Agent	Man	Minion	Common	"Unique. Agent.  ""Grandson of a renowned seafarer, Herion spent his early years in the verdant highlands near his wife's home in the Pinnath Gelin. Her murder embittered him, and he returned to the sea to seek his reckless revenge.""-Kuduk Lore  Home Site: Lond Galen, Dol Amroth "	1	-	Warrior Ranger	3.0	0.0	-	5.0	7.0	-	Lond Galen, Dol Amroth 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ivic	MEDM	medm_ivic.jpg	Character	Agent	Man	Minion	Uncommon	"Unique. Agent.  ""Southrons were bold men and grim, and fierce in despair...""-LotR  Home Site: Southron Oasis, Variag Camp, Pelargir "	2	-	Warrior Diplomat	6.0	2.0	-	5.0	8.0	-	Southron Oasis, Variag Camp, Pelargir 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Juoma	MEDM	medm_juoma.jpg	Character	Agent	Man	Minion	Uncommon	"Unique. Agent.  ""The Lossoth house in the snow...""-LotR  Home Site: Lossadan Camp, Bree "	1	-	Warrior Ranger	3.0	1.0	-	3.0	7.0	-	Lossadan Camp, Bree 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Leamon	MEDM	medm_leamon.jpg	Character	Agent	Man	Minion	Common	"Unique. Agent.  ""Leamon grew up at Cameth Brin, in the shadow of the great 'Troll Tower,' and he carried an ageless spear a forefather won from a Dunadan venturer o fabled Lond Daer.""-Kuduk Lore  Home Site: Cameth Brin,, Dunnish Clan-hold "	1	-	Warrior	3.0	0.0	-	5.0	8.0	-	Cameth Brin,, Dunnish Clan-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Lobelia Sackville-Baggins	MEDM	medm_lobeliasackvillebaggins.jpg	Character	Agent	Hobbit	Neutral	Uncommon	"Unique. Manifestation of Mistress Lobelia. Agent. +3 direct influence against Hobbits and Hobbit factions. May not move to any site other than Bree, Old Forest, The White Towers, or a site in the Shire.  ""Bilbo believed that she had acquired a good many of his spoons while he was away on his former journey.""-LotRI  Home Site: Bag End, Bree "	1	-	Scout	3.0	1.0	-	0.0	9.0	-2.0	Bag End, Bree 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
My Precious	MEDM	medm_myprecious.jpg	Character	Agent	Hobbit	Neutral	Rare	Unique. Manifestation of Gollum. Agent. May take an extra agent action (not counting against the hazard limit each time he normally takes an agent action. If he attacks successfully against a company with a ring, he and a ring (attacker's choice) are discarded. If My Precious attacks and fails but is not defeated, the defender may tap a character in the target company to play Gollum (My Precious is discarded). Any player whose character eliminates My Precious receives -1 kill MPs.   Home Site: Goblin-gate, Moria, Shelob's Lair, Mount Doom 	-1	-	Scout	4.0	0.0	-	2.0	9.0	-4.0	Goblin-gate, Moria, Shelob's Lair, Mount Doom 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
Nimloth	MEDM	medm_nimloth.jpg	Character	Agent	Sinda Elf	Minion	Common	"Unique. Agent. +2 direct influence against Elves and Elf factions. Agent only: may move to a Haven [H].  ""'White Blossom,' they called her, for she was names after the kinswoman of Celeborn, the mother of Dior the jewel-bearer's children: Elured, Eluin, and fair Elwing, mother of Elrond.""-Kuduk Lore  Home Site: Thranduil's Halls, Sarn Goriwing "	1	-	Scout Ranger	4.0	1.0	-	3.0	8.0	-	Thranduil's Halls, Sarn Goriwing 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Om-buri-Om	MEDM	medm_omburiom.jpg	Character	Agent	Wose	Minion	Uncommon	"Unique. Agent. +3 direct influence against Wose factions.  ""Here was one of those old images brought to life.""-LotRV  Home Site: Druadan Forest, Wose Passage-hold, Stone-circle "	2	-	Scout Ranger	5.0	2.0	-	2.0	9.0	-	Druadan Forest, Wose Passage-hold, Stone-circle 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
Pon-ora-Pon	MEDM	medm_ponorapon.jpg	Character	Agent	Wose	Minion	Uncommon	"Unique. Agent. +3 direct influence against Wose factions.  ""...maybe a creature descended in true line through endless years from models used by forgotten craftsmen long ago.""-LotRV  Home Site: Druadan Forest, Wose Passage-hold, Stone-circle "	2	-	Scout Ranger Diplomat	5.0	2.0	-	1.0	9.0	-	Druadan Forest, Wose Passage-hold, Stone-circle 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
Raisha	MEDM	medm_raisha.jpg	Character	Agent	Man	Minion	Uncommon	"Unique. Agent.  ""Not all of those Southerners meant well...""-LotRI  Home Site: Variag Camp, Easterling Camp, Southron Oasis "	2	-	Warrior Scout	5.0	1.0	-	5.0	9.0	-	Variag Camp, Easterling Camp, Southron Oasis 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Surion	MEDM	medm_surion.jpg	Character	Agent	Dunadan	Minion	Uncommon	"Unique. Agent. +2 direct influence against Dunedain and factions that can be played in Anfalas, Anorien, Belfalas, Lamedon, and Lebennin.  ""...gravely courteous, saluting...after the manner of Gondor with bowed head and hands upon the breast...""-LotRV  Home Site: Minas Tirith, Pelargir "	2	-	Warrior Sage Diplomat	6.0	2.0	-	5.0	7.0	-	Minas Tirith, Pelargir 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Taladhan	MEDM	medm_taladhan.jpg	Character	Agent	Man	Minion	Rare	Unique. Agent. Can use shadow-magic. Agent only: chooses defending characters; for each successful strike, the company must discard one item (of defender's choice), but the defending character is not harmed.   Home Site: Sarn Goriwing, Dol Guldur 	2	-	Scout Ranger Sage Shadow-magic	6.0	1.0	-	4.0	9.0	-	Sarn Goriwing, Dol Guldur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
The Grimburgoth	MEDM	medm_thegrimburgoth.jpg	Character	Agent	Man	Minion	Rare	"Unique. Agent. Can use sorcery. Agent only: may tap at a company's new site to attack that company during its movement/hazard phase with +2 prowess.  ""A madness filled him, and his heart was thereafter governed by fear. ...and in time he settled with his kinsman Khamul in Dol Guldur.""-Kuduk Lore  Home Site: Dol Guldur "	3	-	Warrior Ranger Sage Sorcery	8.0	2.0	-	7.0	9.0	-	Dol Guldur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Woffung	MEDM	medm_woffung.jpg	Character	Agent	Man	Minion	Common	"Unique. Agent.  ""Shadowy Woffung called himself a juggler, but by trade he practiced anything bequeathing him easy wealth.""-Kuduk Lore  Home Site: Lake-town, Dale, Shrel-Kain "	1	-	Warrior Diplomat	4.0	1.0	-	4.0	8.0	-	Lake-town, Dale, Shrel-Kain 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Wormtongue	MEDM	medm_wormtongue.jpg	Character	Agent	Man	Minion	Rare	"Unique. Agent. +4 direct influence against Riders of Rohan and any character or minion that has Edoras as a home site.  ""At his feet upon the steps sat a wizened figure of a man, with a pale wise face and heavy-lidded eyes.""-LotRIII  Home Site: Edoras, Dunharrow, Isengard  "	2	-	Scout Sage Diplomat	5.0	2.0	-	1.0	8.0	-	Edoras, Dunharrow, Isengard  	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
An Article Missing	MEDM	medm_anarticlemissing.jpg	Hazard	Short-event	-	Neutral	Uncommon	Tap a scout agent at target company's new site. Agent may attack (not counting against the hazard limit) with a +4 modification to his prowess during the movement/hazard phase. Attacker chooses defending characters. A successful strike doesn't wound the defending character; instead the defender must discard one item (defender's choice).  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
An Unexpected Outpost	MEDM	medm_anunexpectedoutpost.jpg	Hazard	Short-event	-	Neutral	Common	"Bring one hazard from your sideboard or discard pile into you play deck and shuffle (up to two if Doors of Night is in play).  ""...in the high regions the West Wind still blew, but down on the stones behind the fences of the Black Land the air seemed almost dead, chill and yet stifling.""-LotRVI "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Angmar Arises	MEDM	medm_angmararises.jpg	Hazard	Permanent-event	-	Neutral	Common	"Any creature that can be keyed to a Shadow-land [s] may be keyed to Forochel, Arthedain, Angmar, Gundabad, or Rhudaur. Any creature that can be keyed to a Dark-domain [d] may be keyed to Angmar or Gundabad. Discard this card when a creature keyed to one of these symbols (not to the regions symbol) is defeated.  ""...the power of Angmar arose again, and the Witch-king came down upon Arthedain...""-LotR "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Aware of Their Ways	MEDM	medm_awareoftheirways.jpg	Hazard	Short-event	-	Neutral	Uncommon	"Opponent reveals four cards at random from his discard pile. You may choose a non-unique one and remove it from play. Opponent discards the other three.  ""Quickly now he drew off the cloth, wrapped the stone in it and kneeling down, laid it back in the wizard's hand.""-LotRIII "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Bring Our Curses Home	MEDM	medm_bringourcurseshome.jpg	Hazard	Permanent-event	Corruption	Neutral	Rare	Corruption. Playable on a non-Wizard character whose company is facing a hazard creature attack. Discard this card if no character is eliminated by the attack. If any character is eliminated, place creature's card with this card-creature is considered off to the side. Target character's company faces an attack from creature at the start of each movement/hazard phase if creature is playable. Discard associated creature's card if this card is discarded. Discard this card if associated creature is defeated. 	-	-	-	-	-	-	-	-	3.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Buthrakaur the Green	MEDM	medm_buthrakaurthegreen.jpg	Hazard	Creature	Troll	Neutral	Rare	"Unique. Troll. 1 strike. Also playable at Moria and The Under-gates. If Doors of Night is in play, playable at any Under-deeps site. Any non-unique Orc or Troll hazard creature can be played (not counting against the hazard limit) on a company that has faced Buthrakaur that turn.   ""The Uruk flew to the floor and offered the troll-king anything and any kin in return for his pitiful salvation.""-Kuduk Lore "	2	-	-	-	-	-	15.0	6.0	-	-	unique	-	S	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	0.0
Chance of Being Lost	MEDM	medm_chanceofbeinglost.jpg	Hazard	Short-event	-	Neutral	Uncommon	"Playable on a moving company using region movement. Make a roll (or draw a #) modified by -2 for each ranger in the company. If the result is greater than 6, you must replace company's new site card with a different site from your location deck that is located in the same region or an adjacent region as the company's new site.  ""...they all left the path and plunged into the forest together.""-Hob "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Chill Douser	MEDM	medm_chilldouser.jpg	Hazard	Creature	Undead	Neutral	Uncommon	"Undead. Three strikes. Unless Chill Douser's attack is canceled, all Undead attacks against the company for the rest of the turn receive +1 strike and +1 prowess.   ""...then a chill blast came in which the torches flickered and went out, and could not be rekindled.""-LotRV "	1	-	-	-	-	-	8.0	-	-	-	-	-	S R	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	0.0
Cunning Foes	MEDM	medm_cunningfoes.jpg	Hazard	Short-event	-	Neutral	Common	"Tap a warrior agent at target company's new site. Agent attacks (not counting against the hazard limit) with a +3 modification to his prowess during the movement/hazard phase. Attacker chooses defending characters.  ""At that moment there was a twang of bowstrings: several arrows whistled over them, and some fell among them...""-LotRII "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Doubled Vigilance	MEDM	medm_doubledvigilance.jpg	Hazard	Permanent-event	-	Neutral	Common	Playable on a Shadow-hold [S] (or on a Ruins & Lairs [R] or Border-hold [B] if Doors of Night is in play). If the company chooses to enter the site, it must make a roll (draw a #) and subtract its company size. If the result is greater than 6, the company may enter the site as normal. Otherwise, the company must face an attack to be resolved before any automatic-attacks: Orcs-4 strikes at 9 prowess. Discard when  the site card is discarded or returned to its location deck. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Drums	MEDM	medm_drums.jpg	Hazard	Long-event	-	Neutral	Uncommon	For each company at or moving to an Under-deeps site, the hazard limit is increased by one and the prowess of all attacks is increased by one. All automatic-attacks at sites in the following regions have their number of strikes and prowess increased by one (by two if Doors of Night is in play): Angmar, Gap of Isen, Gorgoroth, Gundabad, High Pass, Redhorn Gate, Rohan, Southern Mirkwood, and Udun. Cannot be duplicated. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Durin's Bane	MEDM	medm_durinsbane.jpg	Hazard	Creature	Balrog Spawn	Neutral	Rare	"Unique. Manifestation of Balrog of Moria. Balrog. 2 strikes-all body checks resulting from a successful strike are modified by +1. May be played at The Under-gates and at all of its adjacent sites. If Doors of Night is in play, Durin's Bane may be played at any Under-deeps site.   ""'...even as mithril was the foundation of their wealth, so also was it their destruction: they delved too greedily and too deep, and disturbed that from which they fled, Durin's Bane.'""-LotRV "	5	-	-	-	-	-	18.0	9.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	0.0
Earth-tremors	MEDM	medm_earthtremors.jpg	Hazard	Long-event	-	Neutral	Uncommon	"Any company moving to or from an Under-deeps site faces an attack (cannot be canceled): Rock Fall-1 strike with 7 prowess against each character (weapons do not modify prowess against these strikes). In addition, cancels the effects of Into Dark Tunnels, Old Road, Great Road, and Bridge. Cannot be duplicated.  ""...the earth shook, the plain heaved and cracked.""-LotRVI "	-	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	1.0	-	0.0
Endless Whispers	MEDM	medm_endlesswhispers.jpg	Hazard	Permanent-event	Dark Enchantment	Neutral	Uncommon	Dark Enchantment. Playable on a non-Wizard character wounded by an Undead attack this turn; does not count against the hazard limit. Target character can never become untapped while bearing this card. Any effect that would move him to an untapped state makes him tapped instead. Cannot be duplicated on a given character. During the organization phase, a sage in the target character's company may tap to attempt to remove this card. Make a roll (or draw a #): if the result is greater than 7, discard this card. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Exhalation of Decay	MEDM	medm_exhalationofdecay.jpg	Hazard	Short-event	-	Neutral	Common	"Playable on an Undead hazard creature in your discard pile. If target Undead can attack, bring it into play as a creature that attacks immediately (not counting against the hazard limit). The attacks prowess is modified by -1.  ""...wavering and blowing like a noisome exhalation of decay, a corpse-light, a light the illuminated nothing.""-LotRIV "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Eyes of the Shadow	MEDM	medm_eyesoftheshadow.jpg	Hazard	Permanent-event	Environment	Neutral	Uncommon	"Environment. May only be played if Gates of Morning is not in play. The hazard limit is increased by two for each moving company with a size of less than four that also contains a Wizard or a non-ranger character with a mind of 6 or more. Cannot be duplicated. Discard when any play deck is exhausted.  ""...a whole regiment of birds had broken away suddenly from the main host...""-LotRII "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Faces of the Dead	MEDM	medm_facesofthedead.jpg	Hazard	Short-event	-	Neutral	Common	Playable on a non-Wizard character moving with at least two Wildernesses [w] in his site path if you discard any Undead hazard creature from your hand (show opponent). Target character makes a roll (draws a #) and adds his mind. If the result is less than 13, that character splits off into a different company. This new company immediately returns to his original company's site of origin. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Flies and Spiders	MEDM	medm_fliesandspiders.jpg	Hazard	Permanent-event	Prisoner	Neutral	Common	Playable on a character facing a spider attack. If the strike is successful, target character is not harmed and is taken prisoner at a Ruins & Lairs [R]. During his untap phase, make a body check for that character modified by +1. If not eliminated, his player then makes a roll (draws a #) adding his body. If the result is greater than 15, the character is automatically rescued into his own company located at the rescue site. Rescue-attack: Spiders-3 strikes with 9 prowess. 	-	-	-	-	-	-	9.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	1.0	1.0	0.0
Foes Shall Fall	MEDM	medm_foesshallfall.jpg	Hazard	Permanent-event	Corruption	Neutral	Uncommon	Corruption. Playable on a non-Wizard character facing a strike from a Dragon or Drake hazard creature attack. If the strike is defeated, discard this card. If the strike is not defeated, place creature's card with Foes Shall Fall-creature is considered off to the side. Target character's company faces an attack from creature at the start of each movement/hazard phase if creature is playable. Discard associated creature's card if Foes shall Fall is discarded. Discard Foes Shall Fall if attached Dragon or Drake is defeated. If targeted character is a Dwarf, he receives 2 corruption points. 	-	-	-	-	-	-	-	-	12.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gnaw with Words	MEDM	medm_gnawwithwords.jpg	Hazard	Short-event	-	Neutral	Common	"Tap a sage if another sage in his company or at his current site or at his new site. Alternatively, tap a diplomat if another diplomat is in his company or at his current site or at his new site.   ""'Small comfort will those two have in their companionship: they will gnaw one another with words. ...If Wormtongue ever comes out of Orthanc alive, it will be more than he deserves.'""-LotRIII "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Good Sense Revolts	MEDM	medm_goodsenserevolts.jpg	Hazard	Short-event	-	Neutral	Common	Playable on an untapped agent. Tap the agent who may then make an influence attempt against an ally, faction, or character. +4 to influence attempt, +8 if ally, faction or character is playable at agent's home site. Alternatively, modify an influence attempt by an agent by +4. This card cannot serve both functions. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Great Need or Purpose	MEDM	medm_greatneedorpurpose.jpg	Hazard	Long-event	-	Neutral	Uncommon	"Each agent may take an extra agent action each time he normally takes an agent action. Cannot be duplicated.  ""'So he is seeking it, seeking it, and all his thought is bent on it. It is his great hope and our great fear.'""-LotRI "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Great Secrets Buried There	MEDM	medm_greatsecretsburiedthere.jpg	Hazard	Permanent-event	-	Neutral	Uncommon	Playable if opponent has at least ten cards in his play deck. Opponent reveals the top ten card of his play deck to himself. If one is available, opponent must choose a non-special, non-hoard item from the revealed cards to place off to the side under this card (item does not give Marshaling points and is considered out of play). If none are available, opponent must show you the cards he revealed to himself. Opponent shuffles all remaining revealed cards into his play deck. Opponent may play this item as though it were in his hand at any Under-deeps site. Alternatively, you may play this card as a resource on yourself if you have at least ten cards in your play deck. In this case, you and your opponent reverse roles.  	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Helms of Iron	MEDM	medm_helmsofiron.jpg	Hazard	Permanent-event	-	Neutral	Uncommon	"Playable only if you have a Nazgul permanent-event in play. Discard the Nazgul when this card is brought into play. All Orc, Troll, and Man attacks with body have their body modified by +1; and all Orc, Troll, and Man attacks with no body have 4 body.  ""...on the front of their iron hems was an S-rune, wrought of some white metal.""-LotRIII "	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
