Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Helkear	MEBU	mebu_helkear.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	unique	Double Coastal Sea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lhugdalf	MEBU	mebu_lhugdalf.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	unique	Double Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lotan	MEBU	mebu_lotan.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Mur Fostisyr	MEBU	mebu_murfostisyr.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ukal Sej	MEBU	mebu_ukalsej.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eagoth	MEBU	mebu_eagoth.jpg	Resource	Ally	Spawn	Minion	-	[MP: 3; Mind: 4; P/B: 8/8] Unique. Spawn. Playable at the Vaults of Utumno. During your organization phase, opponent makes a roll. If the result is greater than the mind of this ally's controlling character (10 for Ringwraith), the character is eliminated. Discard if his company uses region movement. Eagoth may untap after a failed strike against him. You may wound Eagoth to discard a Spawn permanent-event in play. TAP once per turn to make a roll and subtract two; every non-Maia, non-Dragon character and ally in an opponent's company at Eagoth's site with a mind less than the result has his mind, prowess, and body halved (round up) this turn.	3	-	-	4.0	-	-	8.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Emerald of Unlight	MEBU	mebu_emeraldofunlight.jpg	Resource	Special Item	Jewel	Minion	-	[MP: 4, CP: 4] Unique. Jewel. Playable at any Ruins & Lairs [R] in Barl Syrnac or Yellow Mountains. Bearer does not make CP for magic resources. Whenever a character takes control of this item he makes a roll; if the result is greater than his mind +3, both the character and this item are removed from the game. 	4	-	-	-	-	-	-	-	4.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fur-traders of Dyr	MEBU	mebu_furtradersofdyr.jpg	Resource	Faction	Man	Hero	-	[MP: 1(2)] Unique. Playable at Olyavud if the influence check is greater than 8. Standard Modifications: Elves (+2), Umli (+2), Dunedain (+1), Dwarves (+1)  This faction is worth 2 mp if placed under Profitable Trade.	1(2)	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Gostir Roused	MEBU	mebu_gostirroused.jpg	Resource	Faction	Dragon Cold-dragon	Minion	-	Unique. Manifestation of Gostir. Playable at Hollow Spire if the influence check is greater than 12. Modifications: influencer discards a major item (+3) or a greater item (+6).     All attacks by manifestations of Gostir against any of your companies are cancelled. Any company moving in Azjan, Barl Syrnac, Lhugdalf, Mur Fostisyr and/or Ukal Sej faces an attack: Cold- dragon -- 3 strikes at 14/8 prowess/body.	4	-	Winged Heavy Air	-	-	-	14.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Hammer of the Underworld	MEBU	mebu_hammeroftheunderworld.jpg	Resource	Special Item	Weapon	Minion	-	"[MP: 2(5); CP: 5; DI: +4, P: +1(+5); B: +1] Unique. Weapon. Two-handed. Playable at Ancient Deep-hold or The Vaults of Utumno by an Orc or Troll leader with a prowess of at least 6.  +4 to EI; +1 to body. Warrior only: +1 to prowess (to a maximum of 10). A stored Dark Forges may be placed with this item to ""restore"" it. Once restored, Hammer of the Under-world gives 5 mp, and +5 to prowess (to a maximum of 12)."	2(5)	-	Two-handed	-	4.0	-	15.0	1.0	5.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lothragh	MEBU	mebu_lothragh.jpg	Resource	Faction	Man	Dual	-	[MP: 2(3)] Unique. Playable at Lothragh Camp if the influence check is greater than 9. Standard Modifications: Elves (-2), Men (+1), Logath Herdsmen (-2), Demon trophy in company (+4).      tap: give -2 prowess to any Animal or Wolf creature attack against one of your companies moving in the Northern Waste or its adjacent regions in Great Central Plains or Wilderland. If you defeated a creature modified by Lothragh, it is worth 3 MP.	2(3)	-	Light Calvary	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Northern Wyrms	MEBU	mebu_northernwyrms.jpg	Resource	Faction	Drake	Minion	-	Unique. Playable at a site in the Northern Waste where you have stored at least 5 greater and/or major items by a Dragon character if the influence check is greater than 12.   All hazard creature creature attacks against any of your companies at or moving to a site in the Northern Waste receive -1 to the prowess and body.	3	-	Heavy Calvary	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Orcs of the Barl Syrnac	MEBU	mebu_orcsofthebarlsyrnac.jpg	Resource	Faction	Orc	Minion	-	Ice-orcs. Playable at a tapped or untapped site in Azjan, Barl Syrnac, Lhugdalf or Ukal Sej if the influence check is greater than 8. Standard Modifications: Ice-orc (+2)You may play Roam the Waste as if you were a Balrog player (Strangling Coils need not be in play); it only affects your companies containing an Ice-orc.Cannot be duplicated at a given site	1	-	Light Infantry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Elyamu	MEBU	mebu_elyamu.jpg	Site	-	-	Hero	-	*Special: Port. If a company arrives at this site using port movement, you may place this card in your MP instead of discarding it, it is considered a Lost Knowledge and worth 2 MP - even to a Fallen wizard.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Border-hold	*	-	-	-	-	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Elyamu	MEBU	mebu_elyamu2.jpg	Site	-	-	Minion	-	(1)Men---4 strikes with 8 prowess (detainment against covert companies)Special: Port.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Border-hold	Information, Items(minor, major)	-	-	yes	yes	yes	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Grop-Kulkodar	MEBU	mebu_gropkulkodar.jpg	Site	-	-	Dual	-	Adjacent Sites: Shapol Udun (5), Ancient Maze (9), Ruins of Kheled-khizdin (6)  (1)Drake---2 strikes with 11 prowess; (2)Opponent---SH or DHSpecial: *Any Troll with a mind of 8+ at this site may tap to cancel an AA. Any Dragon or Drake creature playable keyed to Barl Syrnac may be played at this site.	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Ruins & Lairs	Information, Items(minor, major)	-	-	yes	yes	yes	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Hollow Spire	MEBU	mebu_hollowspire.jpg	Site	-	-	Hero	-	(1)Dragon---1 strike with 14 prowess Special: Azjan, Lhugdalf, Ukal Sej. Contains a hoard. 	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items(minor, major, greater)Adjacent Sites: Eithel Morgoth (0), Ancient Maze (6), Pits of Angband (9), The Iron-deeps (8)	-	yes	yes	yes	-	-	-	yes	-	Rhubar	-	-	0.0	-	1.0
Hollow Spire	MEBU	mebu_hollowspire2.jpg	Site	-	-	Minion	-	(1)Dragon---1 strike with 14 prowess Special: Azjan, Lhugdalf, Ukal Sej. Contains a hoard. 	-	-	-	-	-	-	-	-	0.0	-	unique	Wilderness	Ruins & Lairs	Items(minor, major, greater)Adjacent Sites: Eithel Morgoth (0), Ancient Maze (6), Pits of Angband (9), The Iron-deeps (8)	-	yes	yes	yes	-	-	-	yes	-	Shapol Udun	-	-	0.0	-	1.0
Lothragh Camp	MEBU	mebu_lothraghcamp.jpg	Site	-	-	Hero	-	(1)Men---Each character faces 1 strike with 6 prowess (detainment).0	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Border-hold	faction: Lothragh; Items(minor)	-	-	-	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Lothragh Camp	MEBU	mebu_lothraghcamp2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert companies)	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Border-hold	faction: Lothragh; Items(minor)	-	-	-	yes	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Lugdruong	MEBU	mebu_lugdruong.jpg	Site	-	-	Hero	-	(1)Orcs---3 strikes with 9 prowess0	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Shadow-hold	Items(minor; major)	-	-	yes	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Lugdruong	MEBU	mebu_lugdruong2.jpg	Site	-	-	Minion	-	(1)Orcs--- 2 strikes with 8 prowess (detainment against overt companies)Special: Any non-unique Orc or Troll character may be brought into play at this site.Special: Non-nazgul creatures played at this site attack normally, not as detainment. 	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Shadow-hold	Orc faction	-	-	-	-	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Mirror Halls	MEBU	mebu_mirrorhalls.jpg	Site	-	-	Hero	-	(1)Traps---3 strikes with 9 prowessSpecial: Dyr, Lhugdalf, Ukal Sej. Ancient Dwarf-ruin. Any nonU jewel is playable at this site. An Ironfist Dwarf may tap at this site to attempt to remove any corruption cards layed on him. :+3 to the rolls.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items(minor, major, gold ring) 	yes	-	yes	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Mirror Halls	MEBU	mebu_mirrorhalls2.jpg	Site	-	-	Minion	-	(1)Traps---3 strikes with 8 prowessSpecial: Dyr, Lhugdalf, Ukal Sej. Ancient Dwarf-ruin. Any nonU gold ring or jewel is playable at this site.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Items(minor, major, gold ring) 	yes	-	yes	yes	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Numenorean Tomb	MEBU	mebu_numenoreantomb.jpg	Site	-	-	Hero	-	(1)Traps---2 strikes with 7 prowess;(2)Undead---2 strikes with 8 prowess, each character wounded makes a CC.Special: Contains a hoard. Any nonU Undead creature can be keyed to this site.	-	-	-	-	-	-	-	-	-	-	unique	Double Wilderness	Ruins & Lairs	Items*(minor, major)   *hoard items only	-	-	yes	yes	-	-	-	yes	-	Rhubar	-	-	0.0	-	1.0
Numenorean Tomb	MEBU	mebu_numenoreantomb2.jpg	Site	-	-	Minion	-	(1)Traps---2 strikes with 7 prowess;(2)Undead---2 strikes with 8 prowess, each character wounded makes a CC.Special: Contains a hoard. Any nonU Undead creature can be keyed to this site.	-	-	-	-	-	-	-	-	-	-	unique	Double Wilderness	Ruins & Lairs	Items* (minor, major) *hoard items only	-	-	yes	yes	-	-	-	yes	-	Shapol Udun	-	-	0.0	-	1.0
Olyavud	MEBU	mebu_olyavud.jpg	Site	-	-	Hero	-	*0	-	-	-	-	-	-	-	-	-	-	unique	Border-land	Free-hold	faction: Men of Dyr	-	-	-	-	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Olyavud	MEBU	mebu_olyavud2.jpg	Site	-	-	Minion	-	(1)Traps---each character faces one strike with 6 prowess;(2)Men---3 strikes with 9 prowess (detainment against covert companies)	-	-	-	-	-	-	-	-	0.0	-	unique	Border-land	Free-hold	Information, Items(minor, major)	-	-	yes	yes	yes	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Ruins of Kheledkhizdin	MEBU	mebu_ruinsofkheledkhizdin.jpg	Site	-	-	Dual	-	Adjacent Sites: Mirror Halls (0), Grop-kulkodar (6), The Rusted-deeps (8), The Vaults of Utumno (7)  (1)Traps---2 strikes with 9 prowess;(2)Drake---2 strikes with 12 prowessSpecial: Contains the hoard. Any Dragon, Drake or Spawn creature playable keyed to Barl Syrnac may be played at this site.	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Ruins & Lairs	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	yes	-	Mirror Halls	-	-	0.0	-	1.0
Shapol Udun	MEBU	mebu_shapoludun2.jpg	Site	-	-	Hero	-	(1)Orcs---4 strikes with 8 prowess; (2) Trolls----3 strikes with 9 prowess	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Dark-hold	Items(minor,major, greater)	-	yes	yes	yes	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Shapol Udun	MEBU	mebu_shapoludun3.jpg	Site	-	-	Minion	-	Special: Only nonU Orc and Troll characters may be brought into play at this site (unless the character has Shapol Udun as a home site). Any gold ring item stored at this site is automatically tested (modified the roll by -2). If one of your companies is at this site, all attacks against it are cancelled.	-	-	-	-	-	-	-	-	0.0	-	unique	Shadow-land	Darkhaven	heal	-	-	-	-	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Shapol Udun	MEBU	mebu_shapoludun.jpg	Site	-	-	Balrog	-	(1)Orcs--- 4 strikes with 8 prowess; (2)Trolls--- 3 strikes with 9 prowessSpecial: Creatures keyed to this site attack normally, not as detainment.	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Dark-hold	Information, Items (minor, major, greater) 	-	yes	yes	yes	yes	-	-	-	-	Eithel Morgoth	-	-	0.0	-	1.0
The Vaults of Utumno	MEBU	mebu_thevaultsofutumno.jpg	Site	-	-	Hero	-	Adjacent Sites: Ruins of Kheledkhizdin (7)  (1)Undead---3 strikes with 12 prowess; each character wounded must make a corruption check; (2)Traps--- 1 strike against each character with 10 prowess; (3)Opponent may play as a AA any one non-spider Spawn creature from his hand.Special: Stolen Knowledge. When this site would be placed in your discard pile, place it with any character leaving the site instead. This card can then be stored at a Haven to give all Spawn and Fallen-maia attacks -1 strikes, prowess, and body ( to a minimum of 1).	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Shadow-hold	Information, Items(minor, major, greater)	-	yes	yes	yes	yes	-	-	-	-	Ruins of Kheledkhizdin	-	-	0.0	-	1.0
The Vaults of Utumno	MEBU	mebu_thevaultsofutumno2.jpg	Site	-	-	Minion	-	Adjacent Sites: Ruins of Kheledkhizdin (7)  (1)Undead---3 strikes with 12 prowess; each character wounded must make a CC; (2)Traps---each character faces a strike with 10 prowess;(3)Opponent---may play as an AA one non-spider Spawn creature from his handSpecial: Any Spawn or Drake ally playable at any Underdeeps site is also playable at this site. Non-Nazgul creatures played at this site attack normally, not as detainment.	-	-	-	-	-	-	-	-	0.0	-	unique	Under-deeps	Dark-hold	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	-	-	Ruins of Kheledkhizdin	-	-	0.0	-	1.0
Tol Ringurthur	MEBU	mebu_tolringurthur.jpg	Site	-	-	Hero	-	(1)Spirits of Ice and Cold---3 strikes w/ 8 prowess *-Undead, 0	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Ruins & Lairs	Information, Items(minor,major)	-	-	yes	yes	yes	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Tol Ringurthur	MEBU	mebu_tolringurthur2.jpg	Site	-	-	Minion	-	(1)Spirits of Ice and Cold---3 strikes w/ 8 prowess *-Undead, 	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Ruins & Lairs	Information, Items(minor,major)	-	-	yes	yes	yes	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Urcheldor	MEBU	mebu_urcheldor.jpg	Site	-	-	Hero	-	(1)Rock Fall--- each character faces 1 strike with 8 prowessSpecial: Contains a hoard.  This site is considered an Under-deeps site for the purpose of playing items and hazard creatures.	-	-	-	-	-	-	-	-	-	-	unique	Double Coastal Sea	Shadow-hold	Information, Items*(minor, major, greater)--hoard and special items only 	-	yes	yes	yes	yes	-	-	yes	-	Cybrethil	-	-	0.0	-	1.0
Urcheldor	MEBU	mebu_urcheldor2.jpg	Site	-	-	Minion	-	(1)Rock Fall--- each character faces 1 strike with 8 prowessSpecial: Contains a hoard. Non-Nazgul creatures played at this site attack normally, not as detainment. This site is considered an Under-deeps site for the purpose of playing items and hazard creatures.	-	-	-	-	-	-	-	-	-	-	unique	Double Coastal Sea	Shadow-hold	Information, Items* (minor, major, greater) *hoard and special items only 	-	yes	yes	yes	yes	-	-	yes	-	Shapol Udun	-	-	0.0	-	1.0
Yjuvit	MEBU	mebu_yjuvit.jpg	Site	-	-	Hero	-	(1)Men--- 2 strikes with 5 prowess (detainment)Special: Port. Tap a Man character to take a Noble Hound from you discard pile to hand.	-	-	-	-	-	-	-	-	-	-	unique	Border-land	Border-hold	faction: Foster- Gost Umli	-	-	-	-	-	-	-	-	-	Rhubar	-	-	0.0	-	1.0
Yjuvit	MEBU	mebu_yjuvit2.jpg	Site	-	-	Minion	-	(1)Men---each character faces 1 strike with 6 prowess (detainment against covert companies)Special: Port.	-	-	-	-	-	-	-	-	-	-	unique	Border-land	Border-hold	Items(minor, gold ring)	yes	-	-	yes	-	-	-	-	-	Shapol Udun	-	-	0.0	-	1.0
Zayandaur	MEBU	mebu_zayandaur.jpg	Site	-	-	Hero	-	(1)Spirits of Ice and Cold---3 strikes w/ 8 prowess *-Undead, 0	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Information, Items(minor*, major) *hoard	-	-	yes	yes	yes	-	-	yes	-	Rhubar	-	-	0.0	-	1.0
Zayandaur	MEBU	mebu_zayandaur2.jpg	Site	-	-	Minion	-	(1)Spirits of Ice and Cold---3 strikes w/ 8 prowess *-Undead, Special: Eliminate a character in the company of a magic user at this site to untap the site.	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	Ruins & Lairs	Information, Items(minor*, major) *hoard	-	-	yes	yes	yes	-	-	yes	-	Shapol Udun	-	-	0.0	-	1.0
